Gene;Swissprot;Mercator;NST_FT_FPKM;NST_75_FPKM;NST_55_FPKM;NST_35_FPKM;NST_AD_FPKM;NST_RH_FPKM
Xvis03_200279; Probable galacturonosyltransferase 4 ;misc-UDP glucosyl and glucoronyl transferases;27.55;42.01;53.7;58.27;62.28;65.99
Xvis03_200280; Varicose_related protein ;RNA-processing;10.55;7.63;7;9.26;6.49;12.86
Xvis03_200281; Ras_related protein RABB1c ;signalling-G_proteins;14.74;59.13;105.58;60.79;69.74;8.03
Xvis03_200282;NA;signalling-receptor kinases;0.21;0.2;0.02;0.03;0;0.11
Xvis03_200283; ATP_dependent 6_phosphofructokinase 2 ;glycolysis-cytosolic branch;27.6;224.85;200.15;106.92;104.9;11.11
Xvis03_200284; U_box domain_containing protein 33 ;not assigned-unknown;2.31;0.63;0.17;0.06;0.08;0.15
Xvis03_200285; Probable galactinol__sucrose galactosyltransferase 2 ;minor CHO metabolism-raffinose family;3.95;80.96;50.39;6.47;8.11;2.53
Xvis03_200286; Protein FAR1_RELATED SEQUENCE 7 ;not assigned-unknown;12.47;9.61;7.19;8.56;6.89;5.89
Xvis03_200288; Protein transport protein SFT2 ;not assigned-unknown;11.51;12.74;16.48;14.13;12.87;14.81
Xvis03_200289;NA;not assigned-no ontology;0;0;0;0.37;0.86;0
Xvis03_200290; 4,5_DOPA dioxygenase extradiol ;not assigned-no ontology;0.92;1.73;1.33;0.89;0.65;1.35
Xvis03_200292; Calcineurin B_like protein 3 ;signalling-calcium;37.55;37.73;47.74;28.26;33.73;28.65
Xvis03_200293; Zinc finger protein CONSTANS_LIKE 9 ;RNA-regulation of transcription;39.17;21.02;26.32;47.48;53.8;4.4
Xvis03_200294;NA;not assigned-unknown;0.29;0.75;1.02;0.25;0.34;0.39
Xvis03_200295; Serine/threonine_protein kinase EDR1 ;protein-postranslational modification;14.12;6.68;3.95;5.24;3.4;13.93
Xvis03_200296; Pentatricopeptide repeat_containing protein At5g65560 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.63;2.35;2.17;4.47;3.88;1.85
Xvis03_200297; Transcription initiation factor IIF subunit alpha ;RNA-transcription;18.38;24;20.71;31.85;34;9.01
Xvis03_200298; Probable receptor_like protein kinase At1g30570 ;protein-postranslational modification;0.01;0.13;0.98;3.32;2.56;0
Xvis03_200299; Potassium transporter 8 ;transport-potassium;19.32;20.36;24.09;18;18.48;17.15
Xvis03_200300; NHL repeat_containing protein 2 ;development;24.69;11.37;8.47;7.08;5;45.66
Xvis03_200301; RING_H2 finger protein ATL46 ;protein-degradation;24.34;25.02;16.89;6.74;4.29;27.44
Xvis03_200302; Peptidyl_prolyl cis_trans isomerase FKBP17_2, chloroplastic ;protein-folding;41.15;16.53;19.74;23.8;18.82;67.96
Xvis03_200303;NA;not assigned-unknown;4.1;0.55;2.2;0.67;0.13;0
Xvis03_200304; Receptor_like serine/threonine_protein kinase ALE2 ;protein-postranslational modification;4.4;5.43;8.8;3.78;5.13;5.91
Xvis03_200305; 3_oxoacyl_[acyl_carrier_protein] synthase I, chloroplastic ;lipid metabolism-fatty acids;18.12;20.94;16.67;6.43;9.24;35.96
Xvis03_200306;NA;not assigned-unknown;43.28;37.68;27.66;70.47;50.38;26.75
Xvis03_200307;NA;not assigned-unknown;43.28;37.68;27.66;70.47;50.38;26.75
Xvis03_200308;NA;not assigned-unknown;6.91;4.82;5.23;6.01;2.57;1.12
Xvis03_200309; Probable carbohydrate esterase At4g34215 ;not assigned-unknown;2.29;0.7;0.88;1.92;2.8;8.31
Xvis03_200310; tRNA_dihydrouridine(20/20a) synthase ;N_metabolism-misc;29.13;8.66;6.16;8.5;10.89;31.04
Xvis03_200311; Bark storage protein A ;not assigned-no ontology;6.01;1.97;2.17;2.48;3.71;8.88
Xvis03_200312;NA;not assigned-unknown;6.48;4.78;5.15;3.61;3.3;5.03
Xvis03_200314; Probable cadmium/zinc_transporting ATPase HMA1, chloroplastic ;transport-metal;30.74;31.4;22.67;11.63;15.03;29.47
Xvis03_200315;NA;not assigned-unknown;0.42;0.55;0.14;0.68;0.65;0.11
Xvis03_200316;NA;transport-metal;31.52;32.12;22.44;11.33;14.81;29.8
Xvis03_200317;NA;RNA-regulation of transcription;15.19;53.38;59.34;67.68;65.41;9.49
Xvis03_200319; NAC transcription factor ONAC010 ;not assigned-unknown;25.41;28.22;26.27;35.73;33.9;16.04
Xvis03_200320; Pentatricopeptide repeat_containing protein At3g22670, mitochondrial ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;32.99;45.49;37.51;57.83;59.87;24.65
Xvis03_200321; RuvB_like 2 ;DNA-synthesis/chromatin structure;9.3;11.99;12.2;6.93;5.33;8.81
Xvis03_200323; Cyclin_D1_1 ;cell-cycle;0.07;0.02;0.02;0;0;0
Xvis03_200324; Nucleobase_ascorbate transporter LPE1 ;transport-misc;1.07;0.5;0.29;0.92;1.1;0.15
Xvis03_200325;NA;not assigned-unknown;4.74;3.24;2.57;2.92;6.1;1.64
Xvis03_200326; 30S ribosomal protein S21 ;protein-synthesis;7.99;9.07;11.04;6.03;8.92;8.77
Xvis03_200327; Cysteine_rich and transmembrane domain_containing protein A ;not assigned-unknown;51.31;71;64.35;29.54;55.05;82.52
Xvis03_200328; Probable amino_acid acetyltransferase NAGS1, chloroplastic ;misc-GCN5_related N_acetyltransferase;23.42;1.93;0.42;0.23;0.32;6.1
Xvis03_200329; Uncharacterized protein At5g23160 ;not assigned-unknown;2.18;0.54;0.17;0.2;0.04;0.49
Xvis03_200330; 40S ribosomal protein S3a ;protein-synthesis;119.82;344.71;365.18;377.9;321.72;161.6
Xvis03_200331;NA;not assigned-unknown;18.64;9.57;8.17;12.28;12.16;20.78
Xvis03_200332; Pentatricopeptide repeat_containing protein At5g67570, chloroplastic ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;3.17;5.65;3.9;5.47;5.12;3.05
Xvis03_200333; Protein SHORT_ROOT 1 ;development-unspecified;3.89;2.62;2.97;4.58;3.69;6.03
Xvis03_200334; Mechanosensitive ion channel protein 2, chloroplastic ;cell-division;33.03;31.33;27.16;17;19.15;32.69
Xvis03_200335;NA;not assigned-unknown;4.78;13.69;11.3;17.88;20.53;4.51
Xvis03_200336; Adenylyl_sulfate kinase 3 ;S assimilation;12;4.69;6.01;7.38;8.24;18.58
Xvis03_200337; BTB/POZ domain_containing protein At3g49900 ;not assigned-no ontology-BTB/POZ domain_containing protein;0.38;0.25;0.28;1.23;0.71;0.55
Xvis03_200338; 60S ribosomal protein L10a ;protein-synthesis;75.76;150.03;145.17;133.69;140.12;77.6
Xvis03_200339; U_box domain_containing protein 4 ;not assigned-no ontology-armadillo/beta_catenin repeat family protein;43.45;13.62;9.86;2.18;1.56;18.38
Xvis03_200341; Calcium_transporting ATPase 1, plasma membrane_type ;signalling-calcium;13.56;6.42;5.9;4.79;10.26;10.03
Xvis03_200342;NA;not assigned-unknown;0.02;0.03;0.02;0;0.08;0.08
Xvis03_200343; Uncharacterized protein At5g01610 ;not assigned-unknown;0;0;0;0;0;0
Xvis03_200344;NA;not assigned-unknown;0.05;0;0;0;0.1;0
Xvis03_200345;NA;not assigned-unknown;0.04;0.06;0;0;0.08;0
Xvis03_200346; Activating signal cointegrator 1 complex subunit 2 ;not assigned-no ontology;16.16;12.64;11.43;13.56;14.74;7.43
Xvis03_200347; Mitotic checkpoint protein BUB3.2 ;cell-division;6.35;4.86;5.44;6.6;7.82;7.85
Xvis03_200348; Probable N_acetyltransferase HLS1 ;hormone metabolism-ethylene;11.45;34.33;28.42;1.92;2.12;4.81
Xvis03_200349; Casein kinase II subunit alpha, chloroplastic ;protein-postranslational modification;3;0.85;0.86;0.78;0.79;1.24
Xvis03_200350; UPF0553 protein ;not assigned-unknown;6.83;20.08;30.02;18.16;15.29;9.52
Xvis03_200351; LOB domain_containing protein 37 ;RNA-regulation of transcription;19.65;7.15;8.58;7.42;11.97;21.76
Xvis03_200352;NA;not assigned-unknown;1.45;0.04;0.05;0;0.12;0.6
Xvis03_200353; Protein SYM1 ;protein-targeting;7.22;8.17;10.36;10.9;9.53;13.58
Xvis03_200354; Casein kinase II subunit alpha_1 ;protein-postranslational modification;27.32;40.44;52.98;72.97;57.31;41.43
Xvis03_200355; Interferon_related developmental regulator 1 ;not assigned-unknown;40.28;13.53;17.96;26.37;25.58;65.42
Xvis03_200356; Uncharacterized protein ycf36 ;not assigned-unknown;40.28;13.53;17.96;26.37;25.58;65.42
Xvis03_200357; Syntaxin_61 ;cell-vesicle transport;5.04;11.59;23.32;88.92;100.41;11.31
Xvis03_200358; Probable esterase D14L ;not assigned-no ontology;1.39;0.93;1.49;1.97;4.31;2.07
Xvis03_200359; Zinc finger protein ZAT10 ;RNA-regulation of transcription;0.27;0.44;0.95;0.74;1.36;0.11
Xvis03_200360;NA;not assigned-unknown;17.31;18.61;12.28;15.89;15.98;19.31
Xvis03_200361;NA;not assigned-unknown;3.01;1.06;0.3;0.06;0.04;5.75
Xvis03_200362; Metal transporter Nramp2 ;transport-metal;7.14;1.72;3.44;2.9;2.67;53.16
Xvis03_200364;NA;not assigned-unknown;17.06;5.32;7.56;9.27;8.89;22.56
Xvis03_200365; Ethylene_responsive transcription factor RAP2_11 ;RNA-regulation of transcription;1.96;0.06;0.01;0.02;0.03;0.64
Xvis03_200366; Probable protein S_acyltransferase 22 ;RNA-regulation of transcription;0.11;0.03;0.01;0.01;0.01;1.91
Xvis03_200368; Probable serine/threonine_protein kinase At1g54610 ;protein-postranslational modification;8.14;0.91;0.54;0.53;0.35;5.9
Xvis03_200369; Probable WRKY transcription factor 3 ;RNA-regulation of transcription;3.29;2.23;1.41;0.63;0.95;4
Xvis03_200370; Probable mitochondrial saccharopine dehydrogenase_like oxidoreductase At5g39410 ;not assigned-unknown;17.52;17.13;17.29;14.18;12.36;13.52
Xvis03_200371; Pentatricopeptide repeat_containing protein At4g21300 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;2.49;4.19;5.25;3.7;5.19;3.59
Xvis03_200372; Pentatricopeptide repeat_containing protein At3g29230 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.17;1.46;2.01;4.24;3.44;2.01
Xvis03_200373; Probable LRR receptor_like serine/threonine_protein kinase At1g74360 ;hormone metabolism-brassinosteroid;1.17;1.46;2.01;4.24;3.44;2.01
Xvis03_200374; Cell division topological specificity factor homolog, chloroplastic ;cell-division;12.79;10.8;9.05;14.6;10.11;20.83
Xvis03_200375;NA;not assigned-unknown;28.25;30.93;48.28;74.11;98.35;21.79
Xvis03_200376;NA;stress-abiotic;12.85;18.03;32.48;85.09;183.01;53.9
Xvis03_200377;NA;not assigned-unknown;427.97;702.86;1118.01;1184.21;1216.56;304.96
Xvis03_200378; Probable ubiquitin conjugation factor E4 ;protein-degradation;14.26;15.84;17.32;24.75;26.84;15.21
Xvis03_200379; Uncharacterized protein At3g61260 ;not assigned-unknown;1.28;0.92;0.42;0.96;1.05;0.42
Xvis03_200380; Heparanase_like protein 2 ;not assigned-no ontology;21.86;16.14;6.08;6.88;4.53;30.78
Xvis03_200381; Probable WRKY transcription factor 57 ;not assigned-unknown;3.88;7.58;5.73;1.5;2.36;1.59
Xvis03_200382; UDP_glucose 6_dehydrogenase 3 ;cell wall-synthesis;20.69;27.24;25.93;18.13;22.08;19.91
Xvis03_200383; Diacylglycerol kinase 1 ;lipid metabolism-Phospholipid synthesis;1.45;2.27;3.44;3.95;1.98;1.85
Xvis03_200387; Biotin carboxyl carrier protein of acetyl_CoA carboxylase 1, chloroplastic ;lipid metabolism-fatty acids;25.19;14.79;11.63;4.16;2.03;28.48
Xvis03_200388; Beta_glucosidase 6 ;misc-gluco_, galacto_ and mannosidases;2.65;0.72;0.48;1.29;0.6;16.55
Xvis03_200390;NA;stress-biotic;18.31;1.51;0.62;0.22;0.16;21.28
Xvis03_200392; G_type lectin S_receptor_like serine/threonine_protein kinase At2g19130 ;protein-postranslational modification;9.8;6.79;6.98;11.9;17.02;8.19
Xvis03_200393; Homeobox protein knotted_1_like 3 ;RNA-regulation of transcription;13.95;7.21;8.17;13.92;11.97;18.49
Xvis03_200394; Protein FIZZY_RELATED 2 ;RNA-regulation of transcription;3.21;3.24;2.36;2.44;1.17;1.45
Xvis03_200395; Protein FIZZY_RELATED 2 ;RNA-regulation of transcription;3.21;3.24;2.36;2.44;1.17;1.45
Xvis03_200396; Scarecrow_like protein 8 ;development-unspecified;0.69;0.24;0.29;0.62;0.55;1.91
Xvis03_200398; Naringenin,2_oxoglutarate 3_dioxygenase ;secondary metabolism-flavonoids-dihydroflavonols;0.22;1.46;0.08;0;0.17;0.02
Xvis03_200401; Protein CURVATURE THYLAKOID 1B, chloroplastic ;cell-organisation;74.51;9.27;8.52;8.76;5.6;311.45
Xvis03_200402; Ubiquitin_conjugating enzyme E2 variant 1C ;protein-degradation;16.19;11.41;9.51;9.72;7.18;4.81
Xvis03_200403; Protein NLP5 ;development-unspecified;2.19;1.39;2.39;6.68;6.44;1.44
Xvis03_200404; Catalase ;redox;140.14;50.21;69.4;87.49;75.65;151.85
Xvis03_200407; Light_mediated development protein DET1 ;development-unspecified;12.25;8.85;6.97;5.51;5.27;9.13
Xvis03_200408;NA;not assigned-unknown;0.38;0.75;0.68;1.47;1.21;0.35
Xvis03_200409; Uncharacterized protein At5g23160 ;not assigned-unknown;0.77;1.42;0.16;0.02;0;0
Xvis03_200411; Protein IQ_DOMAIN 1 ;signalling-calcium;0.34;0.17;0.11;0.28;0.21;0.7
Xvis03_200412; Protein GPR107 ;not assigned-unknown;24.54;19.76;15.18;36.39;34.99;61.76
Xvis03_200413; Polyadenylate_binding protein, cytoplasmic and nuclear ;RNA-RNA binding;35.72;44.11;48.43;60.64;45.2;50.55
Xvis03_200414; Endoglucanase 1 ;misc-gluco_, galacto_ and mannosidases;0.43;0.11;0.11;0.04;0.09;0.73
Xvis03_200415;NA;not assigned-unknown;2.21;3.42;2.74;1.77;2.67;1.74
Xvis03_200416; Magnesium protoporphyrin IX methyltransferase, chloroplastic ;tetrapyrrole synthesis;69.16;82.18;148.98;404.71;428.74;397.61
Xvis03_200417;NA;not assigned-unknown;68.84;8.03;6.87;10.23;5.02;121.73
Xvis03_200418; Reticulocyte_binding protein 2 homolog a ;not assigned-unknown;28.19;27.59;20.12;22.06;21.45;19.63
Xvis03_200419; Ribosome production factor 2 homolog ;protein-synthesis;20.98;28.53;27.41;38.47;33.85;12.94
Xvis03_200420; Pentatricopeptide repeat_containing protein At2g36980, mitochondrial ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.17;2.64;2.05;1.78;1.23;3.65
Xvis03_200421; Pentatricopeptide repeat_containing protein At2g36980, mitochondrial ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.17;2.64;2.05;1.78;1.23;3.65
Xvis03_200422;NA;not assigned-unknown;0;0.05;0.02;0.05;0;0.86
Xvis03_200423; Probable 1_acylglycerol_3_phosphate O_acyltransferase ;not assigned-no ontology;15.95;41.56;58.47;58.15;72.41;17.33
Xvis03_200424; Arginine decarboxylase ;;37.13;32.02;28.29;12.61;14.64;50.05
Xvis03_200425; V_type proton ATPase 16 kDa proteolipid subunit ;transport-misc;101.67;318.21;438.12;243.63;287.47;133.97
Xvis03_200427;NA;not assigned-unknown;0.68;0.34;0.68;0.62;0.79;0.18
Xvis03_200429; Probable aminotransferase ACS12 ;hormone metabolism-ethylene;21.78;11.89;10.95;8.67;8.24;24.33
Xvis03_200430; LRR receptor_like serine/threonine_protein kinase ERL1 ;signalling-receptor kinases;0.13;0.05;0.03;0.17;0.05;6.75
Xvis03_200431; Pentatricopeptide repeat_containing protein At1g28690, mitochondrial ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;5.1;1.44;1.27;0.65;0.49;6.32
Xvis03_200433; Probable sugar phosphate/phosphate translocator At1g12500 ;transport-metabolite transporters at the envelope membrane;5.22;1.32;0.52;0.12;0;18.74
Xvis03_200434; Zinc finger CCCH domain_containing protein 17 ;RNA-regulation of transcription;10.14;5.15;5.54;13.47;14.65;6.27
Xvis03_200436;NA;RNA-regulation of transcription;5.86;4.84;5.65;11.06;10.35;2.39
Xvis03_200437;NA;RNA-regulation of transcription;10.14;5.15;5.54;13.47;14.65;6.27
Xvis03_200438; Pentatricopeptide repeat_containing protein At2g13600 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;1.27;1.22;1.83;2.47;2.79;0.82
Xvis03_200439;NA;RNA-regulation of transcription;6.97;6.37;6.58;8.76;11.52;2.8
Xvis03_200440; Molybdenum cofactor sulfurase ;not assigned-unknown;50.31;35.17;25.35;8.36;7.73;80.48
Xvis03_200441; Molybdenum cofactor sulfurase 3 ;not assigned-no ontology;50.31;35.17;25.35;8.36;7.73;80.48
Xvis03_200442;NA;not assigned-unknown;50.31;35.17;25.35;8.36;7.73;80.48
Xvis03_200443; ATPase ASNA1 homolog ;transport-misc;59.42;100.54;93.65;78.12;91.79;98.98
Xvis03_200444;NA;not assigned-unknown;59.42;100.54;93.65;78.12;91.79;98.98
Xvis03_200445;NA;transport-misc;59.42;100.54;93.65;78.12;91.79;98.98
Xvis03_200446; Hydroxymethylglutaryl_CoA synthase ;secondary metabolism-isoprenoids-mevalonate pathway;29.75;10.21;7.6;11.4;14.16;19.4
Xvis03_200447; Peroxisome biogenesis protein 16 ;not assigned-unknown;15.33;14.1;16.47;13.27;15.63;16.93
Xvis03_200448; Alpha_L_fucosidase 1 ;cell wall-degradation;14.25;7.03;4.48;1.56;1.6;4.87
Xvis03_200449; Dehydration_responsive element_binding protein 1E ;RNA-regulation of transcription;0.03;0;0.25;0.74;0.8;0.83
Xvis03_200450; Cytosolic sulfotransferase 15 ;lipid metabolism-exotics (steroids, squalene etc);0.11;0.09;0.11;0.23;0.68;0.06
Xvis03_200451; Peptidyl_prolyl cis_trans isomerase CYP19_2 ;cell-cycle;282.5;55.83;30.28;21.28;27.11;128.48
Xvis03_200452; ER lumen protein_retaining receptor ;protein-targeting;23.68;14.13;12.92;10.27;9.5;24.83
Xvis03_200453; ATP sulfurylase 2 ;S assimilation;12.28;10.06;7.49;6.63;9.76;15.87
Xvis03_200455; tRNA (adenine(58)_N(1))_methyltransferase non_catalytic subunit trm6 ;not assigned-unknown;7.88;6.4;5.23;3.44;2.65;4.58
Xvis03_200457; Hexokinase_2, chloroplastic ;major CHO metabolism-degradation-sucrose;0.31;0.11;0.03;0.08;0.07;0.75
Xvis03_200458; Zinc finger CCCH domain_containing protein 30 ;RNA-regulation of transcription;8.06;13.17;14.58;10.46;9.18;7.9
Xvis03_200459; Protein IQ_DOMAIN 32 ;signalling-calcium;15.08;5.37;4;2.88;2.13;9.89
Xvis03_200460; Protein RCC2 homolog ;cell-division;19.94;13.47;12.2;20.38;18.22;16.26
Xvis03_200461; Probable ribosome_binding factor A, chloroplastic ;RNA-processing;25.66;41.63;61.95;50.16;56.1;32.58
Xvis03_200462; Indole_3_acetic acid_induced protein ARG7 ;not assigned-unknown;0.26;1.26;1.89;3.41;4.28;0.04
Xvis03_200465; Pentatricopeptide repeat_containing protein At3g12770 ;transport-misc;0.84;1.56;1.26;0.42;0.53;1.76
Xvis03_200467; Armadillo repeat_containing kinesin_like protein 2 ;not assigned-no ontology;1.31;0.58;0.43;1.35;1.05;1.1
Xvis03_200469; ACT domain_containing protein ACR8 ;amino acid metabolism-misc;0.36;0.1;0.04;0.06;0.03;0.81
Xvis03_200470; Methionine aminopeptidase 1A ;protein-degradation;136.76;104.19;77.1;75.07;62.55;87.97
Xvis03_200471;NA;not assigned-unknown;136.76;104.19;77.1;75.07;62.55;87.97
Xvis03_200472;NA;protein-degradation;136.76;104.19;77.1;75.07;62.55;87.97
Xvis03_200473; Hsp70_Hsp90 organizing protein 3 ;stress;136.76;104.19;77.1;75.07;62.55;87.97
Xvis03_200474; 21 kDa protein ;misc-invertase/pectin methylesterase inhibitor family protein;339.36;0.09;0.09;0.38;0.24;967.94
Xvis03_200475; F_box protein PP2_A13 ;misc-myrosinases_lectin_jacalin;7.06;17.02;25.29;29.83;32;4.6
Xvis03_200476;NA;not assigned-unknown;16;6.85;4.73;2.52;4.83;10.85
Xvis03_200478; Protein IQ_DOMAIN 31 ;not assigned-unknown;0.6;1.37;1.05;0.38;0.25;1.64
Xvis03_200479; RHOMBOID_like protein 2 ;protein-degradation;26.84;163.2;249.89;384.81;351.47;46.67
Xvis03_200480; Homeobox_leucine zipper protein HDG1 ;RNA-regulation of transcription;1.83;0.75;0.47;0.41;0.24;2.29
Xvis03_200481; Heat stress transcription factor B_2b ;stress-abiotic;5.62;17.99;18.46;8.42;8.35;0.98
Xvis03_200482; Short_chain dehydrogenase TIC 32, chloroplastic ;misc-short chain dehydrogenase/reductase (SDR);4.15;4.2;3.48;4.64;5.3;2.07
Xvis03_200484; Myb_related protein Myb4 ;RNA-regulation of transcription;0;0;0;0;0.18;0.02
Xvis03_200485; Uncharacterized WD repeat_containing protein C3H5.08c ;not assigned-no ontology;11.24;9.03;6.46;2.9;4.31;6.52
Xvis03_200486; Uncharacterized protein C119.09c ;protein-folding;84.8;43.45;51.8;52.01;51.45;72.76
Xvis03_200487; Ycf20_like protein ;not assigned-unknown;11.33;8.94;7.75;3.59;3.26;13.42
Xvis03_200488; Cell division control protein 14 ;not assigned-unknown;4.18;3.33;3.93;2.6;3.29;3.01
Xvis03_200489; Pentatricopeptide repeat_containing protein At3g53170 ;not assigned-no ontology-pentatricopeptide (PPR) repeat_containing protein;43.13;12.96;9.97;7.17;5.54;65.03
Xvis03_200490; Protein yippee_like At4g27745 ;not assigned-unknown;0.62;1.32;1.04;0.2;0.79;1.9
Xvis03_200491; Serine/arginine_rich splicing factor RS31 ;RNA-processing;150.29;122.04;116.4;82.11;90.85;138.38
Xvis03_200492; Probable N6_adenosine_methyltransferase MT_A70_like ;RNA-processing;14.79;12.98;15.55;19.38;17.05;16.32
Xvis03_200493; Early nodulin_like protein 1 ;misc-plastocyanin_like;0.19;0.04;0.03;0.05;0.04;1.07
Xvis03_200494; Probable mitochondrial chaperone bcs1 ;protein-degradation;6.05;3.09;5.64;5.04;13.44;3.04
Xvis03_200495; DNA excision repair protein ERCC_1 ;not assigned-unknown;18.96;47.08;51.74;49.12;42.08;16.72
Xvis03_200496; Probable metal_nicotianamine transporter YSL9 ;transport-metal;35.39;4.02;1.47;1.17;1.17;14.18
Xvis03_200497;NA;not assigned-unknown;450.21;12.88;10.57;9.06;7.49;894.15
Xvis03_200498; Cytochrome b5 isoform E ;redox;27.87;32.46;27.23;15.31;18.95;25.87
Xvis03_200499; GTPase_activating protein GYP7 ;signalling-G_proteins;14.43;16.28;15.27;34.66;27.5;16.91
Xvis03_200500; Cytochrome P450 71A9 ;secondary metabolism-flavonoids-dihydroflavonols;2.19;1.29;2.22;0.32;0.2;1.4
Xvis03_200501; Homeobox_leucine zipper protein HOX6 ;RNA-regulation of transcription;2.28;42.13;31.56;8.45;3.95;3.92
Xvis03_200502; Serine/threonine_protein phosphatase 2A 65 kDa regulatory subunit A beta isoform ;RNA-regulation of transcription;18.32;17.2;16.24;14.99;17.96;15.93
Xvis03_200503; Serine/threonine_protein phosphatase 4 regulatory subunit 3 ;RNA-regulation of transcription;0.36;0.24;0.09;0.31;0.02;1.06
Xvis03_200504;NA;protein-postranslational modification;18.32;17.2;16.24;14.99;17.96;15.93
Xvis03_200505; Kinesin_like protein NACK2 ;cell-organisation;5.3;1.65;0.88;3.39;3.24;7.36
Xvis03_200506; B_box zinc finger protein 19 ;RNA-regulation of transcription;53.01;7.43;5.35;11.89;6.28;85.6
Xvis03_200507; NAD(P)H_quinone oxidoreductase subunit M, chloroplastic ;photosynthesis-lightreaction;31.88;13.37;21.13;23;20.62;85.38
Xvis03_200508; Zinc finger CCCH domain_containing protein 19 ;not assigned-unknown;1.38;0.27;0.03;0.26;0.31;0.27
Xvis03_200509; Cytochrome P450 84A1 ;secondary metabolism-phenylpropanoids-lignin biosynthesis;48.64;21.28;3.33;0.58;0.74;34.26
